id,novelty_1,novelty_2,response,response_nofill,item,item_nofill,SemDis_cbowukwacsubtitle_nf_m,SemDis_cbowsubtitle_nf_m,SemDis_cbowBNCwikiukwac_nf_m,SemDis_TASA_nf_m,SemDis_glove_nf_m,SemDis_MEAN,SemDis_factor
1563,1,1,to write something down,write something,Pencil,pencil,0.9508,1.07708,0.99402,1.05397,1.06669,1.02851,0.1434
1563,4,3,to put in your hair,put hair,Pencil,pencil,0.95649,0.97536,0.98688,1.04477,1.05134,1.00297,0.11737
1563,3,3,to play the drums,play drums,Pencil,pencil,0.97394,1.03222,1.07839,0.99916,1.04024,1.02479,0.15651
1622,1,1,writing,writing,Pencil,pencil,0.61653,0.66458,0.70338,0.88821,0.74424,0.72339,-0.22101
1622,3,4,music making,music making,Pencil,pencil,0.9979,0.95771,0.94082,1.01319,1.0558,0.99308,0.11149
1622,4,4,eating,eating,Pencil,pencil,0.86184,1.01155,0.92026,1.02174,0.96775,0.95663,0.0535
1622,4,4,making art,making art,Pencil,pencil,0.98542,0.98177,1.01042,0.99665,1.04523,1.0039,0.13019
1622,5,5,killing vampire,killing vampire,Pencil,pencil,0.95478,1.04215,0.99962,1.04264,1.01471,1.01078,0.12422
1622,3,3,throwing,throwing,Pencil,pencil,0.87048,0.97347,0.95357,0.90244,0.9068,0.92135,0.03599
1622,3,3,giving away,giving away,Pencil,pencil,1.00629,0.97897,0.98273,1.06312,1.03575,1.01337,0.12763
1547,1,1,drawing,drawing,Pencil,pencil,0.51249,0.72441,0.59185,0.48388,0.58628,0.57978,-0.33407
1547,2,1,sketching,sketching,Pencil,pencil,0.54433,0.76239,0.55016,0.45989,0.61585,0.58652,-0.32268
1547,3,3,throwing,throwing,Pencil,pencil,0.87048,0.97347,0.95357,0.90244,0.9068,0.92135,0.03599
1547,1,1,writing,writing,Pencil,pencil,0.61653,0.66458,0.70338,0.88821,0.74424,0.72339,-0.22101
1547,1,2,erasing,erasing,Pencil,pencil,0.7737,0.79703,0.83385,0.85561,0.86551,0.82514,-0.07753
1514,1,1,writing,writing,Pencil,pencil,0.61653,0.66458,0.70338,0.88821,0.74424,0.72339,-0.22101
1514,2,3,weapon,weapon,Pencil,pencil,0.79124,0.91829,0.88884,0.99391,0.88562,0.89558,-0.01923
1514,5,4,tool to curl hair,tool curl hair,Pencil,pencil,0.94169,1.0459,0.91506,0.97864,1.05794,0.98785,0.10474
1514,4,4,used for art,used art,Pencil,pencil,0.98252,0.96245,0.92877,1.02459,1.00836,0.98134,0.09186
1514,3,4,drumsticks,drumsticks,Pencil,pencil,0.76971,0.81902,0.76319,0.99759,0.79304,0.82851,-0.10904
1514,4,4,field goal for paper football,field goal paper football,Pencil,pencil,0.97326,1.05051,0.99945,1.05798,1.04194,1.02463,0.13937
1528,1,1,to write,write,Pencil,pencil,0.623,0.68548,0.75387,0.82991,0.76592,0.73164,-0.19629
1528,1,1,to draw,draw,Pencil,pencil,0.61407,0.76352,0.73195,0.38514,0.79112,0.65716,-0.20267
1528,3,3,to remove something stuck in a small area,remove something stuck small area,Pencil,pencil,0.9142,0.98487,0.94108,0.99648,0.94218,0.95576,0.06109
1551,1,1,to write with,write,Pencil,pencil,0.623,0.68548,0.75387,0.82991,0.76592,0.73164,-0.19629
1551,3,3,to chew on,chew,Pencil,pencil,0.74243,0.91,0.84835,0.92767,0.83092,0.85187,-0.0652
1551,4,3,to measure with,measure,Pencil,pencil,0.80526,0.90195,0.89201,0.91571,0.9766,0.89831,0.00394
1366,1,1,writing,writing,Pencil,pencil,0.61653,0.66458,0.70338,0.88821,0.74424,0.72339,-0.22101
1366,1,1,drawing pictures,drawing pictures,Pencil,pencil,1.04058,1.01241,0.9282,1.00683,1.03256,1.00412,0.12441
1366,2,3,stabbing,stabbing,Pencil,pencil,0.85071,0.88371,0.89352,1.05575,0.9331,0.92336,0.00801
1511,1,1,writing,writing,Pencil,pencil,0.61653,0.66458,0.70338,0.88821,0.74424,0.72339,-0.22101
1511,3,4,picking your nose,picking nose,Pencil,pencil,0.92565,1.08812,1.00097,0.94034,1.03202,0.99742,0.12585
1511,2,3,poking a hole in something,poking hole something,Pencil,pencil,0.84712,0.8905,0.91499,1.07424,0.88437,0.92224,0.00225
1511,1,2,erasing,erasing,Pencil,pencil,0.7737,0.79703,0.83385,0.85561,0.86551,0.82514,-0.07753
1511,3,3,throwing at someone,throwing someone,Pencil,pencil,0.9166,0.9896,0.99604,1.00752,1.04144,0.99024,0.10722
1511,3,3,propping a book open,propping book open,Pencil,pencil,1.00776,1.01298,1.00827,0.9011,1.01425,0.98887,0.12946
1599,1,1,to write you name,write name,Pencil,pencil,1.03208,1.06972,0.92667,1.04769,1.08906,1.03304,0.15071
1599,2,1,to use on a test,use test,Pencil,pencil,0.88935,1.01037,1.00472,0.95262,1.05985,0.98338,0.10889
1599,2,2,to sharpen,sharpen,Pencil,pencil,0.69221,0.68536,0.74707,0.77837,0.72919,0.72644,-0.19104
1599,1,1,to draw,draw,Pencil,pencil,0.61407,0.76352,0.73195,0.38514,0.79112,0.65716,-0.20267
1531,1,1,to write,write,Pencil,pencil,0.623,0.68548,0.75387,0.82991,0.76592,0.73164,-0.19629
1531,2,3,to poke someone with,poke someone,Pencil,pencil,0.91114,0.98778,1.04006,1.01296,0.9978,0.98995,0.10678
1531,2,2,sharpen,sharpen,Pencil,pencil,0.69221,0.68536,0.74707,0.77837,0.72919,0.72644,-0.19104
1531,2,1,color,color,Pencil,pencil,0.8155,0.85055,0.80638,0.96763,0.67977,0.82397,-0.10904
1531,1,1,draw,draw,Pencil,pencil,0.61407,0.76352,0.73195,0.38514,0.79112,0.65716,-0.20267
1382,1,1,write things,write things,Pencil,pencil,1.02073,1.06531,0.9378,1.02123,1.09238,1.02749,0.14963
1382,3,3,hair accessory,hair accessory,Pencil,pencil,0.87243,1.01043,0.99359,1.03235,1.01413,0.98459,0.09171
1382,4,3,straight edge,straight edge,Pencil,pencil,1.01255,1.01305,0.98631,0.98543,0.9581,0.99109,0.11255
1382,3,3,fidget toy,fidget toy,Pencil,pencil,0.98879,1.00864,0.92356,1.02924,0.97832,0.98571,0.09347
1382,1,2,eraser,eraser,Pencil,pencil,0.45189,0.52279,0.4885,0.63825,0.47723,0.51573,-0.44703
1382,4,3,compass,compass,Pencil,pencil,0.72339,0.82277,0.75781,0.94843,0.80921,0.81232,-0.12091
1382,3,3,spinner,spinner,Pencil,pencil,0.854,0.84986,0.84216,0.92579,1.04199,0.90276,0.01065
1382,3,3,try to balance on finger,try balance finger,Pencil,pencil,0.9591,0.9212,0.82826,0.96488,0.91162,0.91701,0.01697
1382,3,5,knitting needle,knitting needle,Pencil,pencil,1.01037,0.93855,1.02503,1.11395,1.0484,1.02726,0.13907
1417,1,1,write,write,Pencil,pencil,0.623,0.68548,0.75387,0.82991,0.76592,0.73164,-0.19629
1417,4,2,measure,measure,Pencil,pencil,0.80526,0.90195,0.89201,0.91571,0.9766,0.89831,0.00394
1417,2,3,weapon,weapon,Pencil,pencil,0.79124,0.91829,0.88884,0.99391,0.88562,0.89558,-0.01923
1417,3,3,chew on,chew,Pencil,pencil,0.74243,0.91,0.84835,0.92767,0.83092,0.85187,-0.0652
1417,1,1,draw,draw,Pencil,pencil,0.61407,0.76352,0.73195,0.38514,0.79112,0.65716,-0.20267
1453,1,1,to write,write,Pencil,pencil,0.623,0.68548,0.75387,0.82991,0.76592,0.73164,-0.19629
1453,4,4,a lock pick,lock pick,Pencil,pencil,1.01646,1.03297,1.0231,0.92999,0.93125,0.98675,0.11894
1453,2,3,a weapon,weapon,Pencil,pencil,0.79124,0.91829,0.88884,0.99391,0.88562,0.89558,-0.01923
1453,1,2,to erase,erase,Pencil,pencil,0.75435,0.83367,0.79557,0.90237,0.83141,0.82347,-0.09439
1453,3,4,to pick things up,pick things,Pencil,pencil,0.92941,0.9144,0.95658,0.91791,1.02612,0.94888,0.07526
1440,1,1,writing,writing,Pencil,pencil,0.61653,0.66458,0.70338,0.88821,0.74424,0.72339,-0.22101
1440,1,1,drawing,drawing,Pencil,pencil,0.51249,0.72441,0.59185,0.48388,0.58628,0.57978,-0.33407
1440,3,3,weighing things down,weighing things,Pencil,pencil,1.04017,0.97282,0.92996,1.06373,1.03275,1.00789,0.11934
1440,1,2,erasing,erasing,Pencil,pencil,0.7737,0.79703,0.83385,0.85561,0.86551,0.82514,-0.07753
1440,2,1,doing homework,homework,Pencil,pencil,0.69797,0.75214,0.71947,0.80747,0.81621,0.75865,-0.1587
1440,2,2,school,school,Pencil,pencil,0.81625,0.86148,0.95288,0.95446,0.92866,0.90275,0.00569
1506,1,1,write stuff down,write stuff,Pencil,pencil,1.01018,1.02075,0.8521,1.02601,1.08117,0.99804,0.10873
1506,5,5,wand,wand,Pencil,pencil,0.80307,0.79518,0.7637,0.99236,0.77093,0.82505,-0.11056
1497,1,1,writing/drawing,writing drawing,Pencil,pencil,1.07793,1.05892,0.90221,0.96318,1.12608,1.02566,0.16061
1497,2,3,poking something,poking something,Pencil,pencil,0.95263,1.03331,1.02938,0.98634,0.98065,0.99646,0.11882
1497,3,4,use as a sharp projectile,use sharp projectile,Pencil,pencil,0.83452,0.90576,0.91287,1.02277,0.92991,0.92117,0.01137
1458,1,1,write,write,Pencil,pencil,0.623,0.68548,0.75387,0.82991,0.76592,0.73164,-0.19629
1458,2,3,stab someone,stab someone,Pencil,pencil,0.96717,0.96598,1.09173,1.04325,1.03675,1.02098,0.14605
1330,1,1,writing,writing,Pencil,pencil,0.61653,0.66458,0.70338,0.88821,0.74424,0.72339,-0.22101
1330,4,3,holding hair in a bun,holding hair bun,Pencil,pencil,0.90932,0.99235,0.96851,1.09878,0.95058,0.98391,0.07646
1330,2,3,weapon,weapon,Pencil,pencil,0.79124,0.91829,0.88884,0.99391,0.88562,0.89558,-0.01923
1330,4,5,stacking to create a mini building,stacking create mini building,Pencil,pencil,0.94689,0.97544,0.92451,1.02405,1.07674,0.98953,0.10188
1330,2,3,something to point with,something point,Pencil,pencil,0.94298,1.05495,0.98324,1.04998,1.02546,1.01132,0.12182
1513,1,1,used to write,used write,Pencil,pencil,0.96141,1.16084,0.94453,0.98232,1.06808,1.02344,0.14582
1513,2,2,sharp when snapped,sharp snapped,Pencil,pencil,0.95764,0.99773,0.9814,0.99726,1.01469,0.98974,0.10836
1513,2,1,sketch objects,sketch objects,Pencil,pencil,1.07459,0.98568,1.00974,0.97373,1.07106,1.02296,0.16239
1513,3,2,creates different tones,creates different tones,Pencil,pencil,0.9178,1.01614,1.00544,0.99465,0.93199,0.9732,0.08507
1513,3,3,used for school projects,used school projects,Pencil,pencil,1.07562,0.92742,1.01636,0.94086,0.93488,0.97903,0.11368
1513,3,4,can be used to get graphite,can used get graphite,Pencil,pencil,0.91639,0.95327,1.01332,1.01085,1.0363,0.98603,0.10366
1513,1,2,erase p,erase,Pencil,pencil,0.75435,0.83367,0.79557,0.90237,0.83141,0.82347,-0.09439
1559,1,1,draw/write,draw write,Pencil,pencil,1.0158,1.02467,1.04182,0.98658,1.09489,1.03275,0.1704
1559,5,4,curl hair,curl hair,Pencil,pencil,0.99019,0.97705,0.94714,1.08054,1.01384,1.00175,0.10664
1559,4,3,measure something,measure something,Pencil,pencil,1.01391,0.99675,0.97074,1.07487,1.07602,1.02646,0.14148
1559,3,2,stress reliever to chew on,stress reliever chew,Pencil,pencil,0.93063,0.91351,0.89164,0.91486,0.96162,0.92245,0.0379
1559,3,4,use it to wrap something around make a hole in something,use wrap something around make hole something,Pencil,pencil,0.89971,0.94373,0.88502,0.99924,0.93823,0.93319,0.03063
1559,2,3,poke someone,poke someone,Pencil,pencil,0.91114,0.98778,1.04006,1.01296,0.9978,0.98995,0.10678
1559,2,3,use as a pointer,use pointer,Pencil,pencil,1.07318,1.07706,1.05442,0.99484,1.122,1.0643,0.20922
1559,3,3,spin around,spin around,Pencil,pencil,0.97682,1.05468,1.00247,1.04495,0.94332,1.00445,0.11436
1425,1,1,write with,write,Pencil,pencil,0.623,0.68548,0.75387,0.82991,0.76592,0.73164,-0.19629
1425,3,3,drumstick,drumstick,Pencil,pencil,0.75079,0.83108,0.75543,0.91502,0.82612,0.81569,-0.10894
1449,1,1,write,write,Pencil,pencil,0.623,0.68548,0.75387,0.82991,0.76592,0.73164,-0.19629
1449,3,3,scratch an itch on your back,scratch itch back,Pencil,pencil,0.84936,0.96135,0.97191,1.05184,0.96714,0.96032,0.05642
1449,2,3,weapon,weapon,Pencil,pencil,0.79124,0.91829,0.88884,0.99391,0.88562,0.89558,-0.01923
1449,3,3,unclog something,unclog something,Pencil,pencil,0.9744,1.01148,0.94901,1.06903,1.08328,1.01744,0.12838
1347,1,1,To write with,to write,Pencil,pencil,0.85813,1.17674,0.91446,0.97869,1.05534,0.99667,0.10677
1347,3,4,to stop someone,stop someone,Pencil,pencil,0.90955,0.98372,0.90739,1.0511,1.03704,0.97776,0.078
1347,3,3,to make a hole in the wall,make hole wall,Pencil,pencil,0.83586,0.95182,0.99382,0.90415,0.8985,0.91683,0.03158
1347,3,3,to fiddle with,fiddle,Pencil,pencil,0.79903,0.8801,0.81527,1.05885,0.81903,0.87446,-0.06246
1347,3,3,to spin around on a table,spin around table,Pencil,pencil,0.88104,0.99923,1.02126,0.93426,0.91985,0.95113,0.06977
1347,1,2,to use as an eraser,use eraser,Pencil,pencil,0.98202,1.00095,1.04936,1.0472,0.96143,1.00819,0.12408
1347,3,3,to use as a stand to hold something else up,use stand hold something else,Pencil,pencil,0.89604,0.97839,0.93515,1.10956,0.93743,0.97131,0.0566
1347,2,1,to color something in,color something,Pencil,pencil,0.97968,0.93736,0.96219,0.93604,1.04038,0.97113,0.1008
1347,3,2,to use as a comparison for other grey tones,use comparison grey tones,Pencil,pencil,1.05435,0.93517,1.02134,0.89449,1.06617,0.9943,0.1448
1518,1,1,write,write,Pencil,pencil,0.623,0.68548,0.75387,0.82991,0.76592,0.73164,-0.19629
1518,2,3,make a hole in something,make hole something,Pencil,pencil,0.84615,0.89977,0.97014,1.02688,0.90019,0.92863,0.02274
1518,2,3,flick,flick,Pencil,pencil,0.81404,0.80907,0.87332,0.91943,0.8751,0.85819,-0.04606
1518,2,3,hold something up,hold something,Pencil,pencil,1.00646,1.1227,1.01014,0.87459,1.04546,1.01187,0.15956
1610,1,1,write with it,write,Pencil,pencil,0.623,0.68548,0.75387,0.82991,0.76592,0.73164,-0.19629
1610,2,3,stab someone,stab someone,Pencil,pencil,0.96717,0.96598,1.09173,1.04325,1.03675,1.02098,0.14605
1610,2,2,shade in a graph,shade graph,Pencil,pencil,1.10179,1.00336,0.97324,1.00128,1.07221,1.03038,0.16435
1610,2,3,punch a hole through something,punch hole something,Pencil,pencil,0.85931,0.9215,0.85896,1.03325,0.89849,0.9143,-0.00278
1610,1,2,erase something,erase something,Pencil,pencil,0.96082,1.12866,1.00608,1.00803,1.08652,1.03802,0.16388
1610,3,3,hold something open by wedging it in,hold something open wedging,Pencil,pencil,0.9775,0.99298,1.04808,1.03051,0.94728,0.99927,0.11611
1407,3,3,used as an accessory,used accessory,Pencil,pencil,0.8998,0.94216,0.95908,1.05089,1.03306,0.977,0.08118
1407,2,3,used as a weapon,used weapon,Pencil,pencil,0.86979,1.04043,0.99848,0.97302,1.06893,0.99013,0.11101
1450,1,1,write,write,Pencil,pencil,0.623,0.68548,0.75387,0.82991,0.76592,0.73164,-0.19629
1598,1,1,writing,writing,Pencil,pencil,0.61653,0.66458,0.70338,0.88821,0.74424,0.72339,-0.22101
1598,3,3,drumming,drumming,Pencil,pencil,0.89687,1.02918,0.91086,1.00882,0.92642,0.95443,0.05231
1543,1,1,write stuff,write stuff,Pencil,pencil,1.01018,1.02075,0.8521,1.02601,1.08117,0.99804,0.10873
1543,2,3,stab someone,stab someone,Pencil,pencil,0.96717,0.96598,1.09173,1.04325,1.03675,1.02098,0.14605
1543,2,3,paper weight,paper weight,Pencil,pencil,1.12531,0.99041,1.01921,0.92333,1.08789,1.02923,0.18309
1543,4,4,use as tinder,use tinder,Pencil,pencil,0.93752,1.09387,1.02799,1.08041,0.93074,1.01411,0.117
1543,2,3,poke holes in things,poke holes things,Pencil,pencil,0.90726,0.87316,0.89604,1.0183,0.84782,0.90852,-0.00244
1543,4,3,dig through dirt,dig dirt,Pencil,pencil,1.04974,1.01849,1.0297,0.92534,1.00522,1.0057,0.14768
1543,1,2,erase things,erase things,Pencil,pencil,0.99876,1.11345,1.06524,1.0436,1.08994,1.0622,0.19202
1543,4,3,use as utensil,use utensil,Pencil,pencil,0.93959,1.10797,1.05528,1.0813,0.92211,1.02125,0.12638
1543,5,4,use as small rolling pin,use small rolling pin,Pencil,pencil,0.86604,1.04627,0.99385,0.94706,1.08343,0.98733,0.11256
1402,1,1,Writing,writing,Pencil,pencil,0.61653,0.66458,0.70338,0.88821,0.74424,0.72339,-0.22101
1402,3,3,making a hole in something,making hole something,Pencil,pencil,0.82031,0.97806,0.93869,0.96696,0.90125,0.92105,0.01948
1461,1,1,writing,writing,Pencil,pencil,0.61653,0.66458,0.70338,0.88821,0.74424,0.72339,-0.22101
1461,1,2,erasing,erasing,Pencil,pencil,0.7737,0.79703,0.83385,0.85561,0.86551,0.82514,-0.07753
1461,2,3,used to poke things,used poke things,Pencil,pencil,0.78662,0.88464,1.01254,1.07472,0.91134,0.93397,0.02064
1461,2,3,stabbing,stabbing,Pencil,pencil,0.85071,0.88371,0.89352,1.05575,0.9331,0.92336,0.00801
1461,3,3,used as a dog toy,used dog toy,Pencil,pencil,0.89393,0.87758,0.93412,1.10834,0.94639,0.95207,0.03742
1352,1,1,write,write,Pencil,pencil,0.623,0.68548,0.75387,0.82991,0.76592,0.73164,-0.19629
1352,4,3,use to hold your hair in a bun,use hold hair bun,Pencil,pencil,1.04994,1.03911,0.97887,0.97784,0.9526,0.99967,0.12449
1526,1,1,To write,to write,Pencil,pencil,0.85813,1.17674,0.91446,0.97869,1.05534,0.99667,0.10677
1526,3,3,to spin,spin,Pencil,pencil,0.96643,0.88993,0.99322,0.93316,0.97583,0.95171,0.07871
1526,2,1,to color/shade,color shade,Pencil,pencil,1.03309,1.00089,1.03815,1.02153,0.97457,1.01365,0.13776
1526,1,2,to erase,erase,Pencil,pencil,0.75435,0.83367,0.79557,0.90237,0.83141,0.82347,-0.09439
1526,3,3,to throw,throw,Pencil,pencil,0.7902,0.92616,0.91198,0.89986,0.89422,0.88448,-0.01282
1526,2,3,to poke holes,poke holes,Pencil,pencil,1.01587,1.0436,1.01291,0.94641,1.10415,1.02459,0.16631
1526,4,4,use as a fake mustache,use fake mustache,Pencil,pencil,0.78522,1.05236,0.85212,0.95827,0.90703,0.911,-2.50E-04
1362,1,1,write,write,Pencil,pencil,0.623,0.68548,0.75387,0.82991,0.76592,0.73164,-0.19629
1362,2,3,stab,stab,Pencil,pencil,0.76732,0.84259,0.86454,1.0762,0.88356,0.88684,-0.04576
1362,2,1,take notes,take notes,Pencil,pencil,0.95782,0.92131,0.97398,1.00175,1.06728,0.98443,0.10522
1466,1,1,write,write,Pencil,pencil,0.623,0.68548,0.75387,0.82991,0.76592,0.73164,-0.19629
1466,1,2,erase,erase,Pencil,pencil,0.75435,0.83367,0.79557,0.90237,0.83141,0.82347,-0.09439
1466,1,1,draw a picture,draw picture,Pencil,pencil,1.08544,0.92312,0.99294,0.93368,1.01763,0.99056,0.13104
1587,1,1,write,write,Pencil,pencil,0.623,0.68548,0.75387,0.82991,0.76592,0.73164,-0.19629
1587,2,3,stab,stab,Pencil,pencil,0.76732,0.84259,0.86454,1.0762,0.88356,0.88684,-0.04576
1587,2,3,open a box,open box,Pencil,pencil,0.90518,0.98773,0.99322,0.99964,0.98186,0.97353,0.08592
1587,3,4,throw it like a dart,throw like dart,Pencil,pencil,0.82824,1.01809,0.96442,1.09206,0.93768,0.9681,0.05345
1587,1,2,erase,erase,Pencil,pencil,0.75435,0.83367,0.79557,0.90237,0.83141,0.82347,-0.09439
1587,3,4,make a little  flag,make little flag,Pencil,pencil,0.97796,0.92722,1.06173,1.0605,0.92956,0.99139,0.10335
1367,1,1,use to draw,use draw,Pencil,pencil,1.01025,1.10612,1.11355,1.0116,1.06808,1.06192,0.20091
1367,2,3,as weapon,weapon,Pencil,pencil,0.79124,0.91829,0.88884,0.99391,0.88562,0.89558,-0.01923
1367,3,3,use to pry something,use pry something,Pencil,pencil,0.78067,0.81624,0.87965,0.97794,0.98186,0.88727,-0.02013
1621,3,3,tap with it,tap,Pencil,pencil,0.8661,0.90459,0.91324,0.96107,0.84495,0.89799,-0.00596
1621,1,1,draw with it,draw,Pencil,pencil,0.61407,0.76352,0.73195,0.38514,0.79112,0.65716,-0.20267
1621,2,3,poke a hole in a water bottle,poke hole water bottle,Pencil,pencil,0.96803,0.91743,1.03542,1.02833,0.97427,0.9847,0.10143
1334,1,1,write with them,write,Pencil,pencil,0.623,0.68548,0.75387,0.82991,0.76592,0.73164,-0.19629
1334,3,3,break them,break,Pencil,pencil,0.80708,0.92212,0.97344,1.0196,0.97098,0.93864,0.03634
1334,3,3,bite them,bite,Pencil,pencil,0.79278,0.91952,0.87192,1.02027,0.79011,0.87892,-0.04879
1334,1,2,erase,erase,Pencil,pencil,0.75435,0.83367,0.79557,0.90237,0.83141,0.82347,-0.09439
1500,1,1,write,write,Pencil,pencil,0.623,0.68548,0.75387,0.82991,0.76592,0.73164,-0.19629
1500,1,1,draw,draw,Pencil,pencil,0.61407,0.76352,0.73195,0.38514,0.79112,0.65716,-0.20267
1500,4,3,used to pin up your hair,used pin hair,Pencil,pencil,0.8608,0.94481,0.84463,1.1505,0.91347,0.94284,0.00755
1500,2,3,poke a balloon,poke balloon,Pencil,pencil,0.9539,0.99387,1.02743,0.97165,1.08817,1.007,0.1395
1500,3,3,open up wrapping,open wrapping,Pencil,pencil,1.02133,0.9896,0.96147,0.91576,1.09542,0.99672,0.13748
1527,1,1,writing,writing,Pencil,pencil,0.61653,0.66458,0.70338,0.88821,0.74424,0.72339,-0.22101
1527,2,3,poking people,poking people,Pencil,pencil,1.03608,1.14479,1.0079,1.01519,0.92475,1.02574,0.14496
1527,3,3,scratching something off,scratching something,Pencil,pencil,1.03785,0.94456,0.98515,1.05791,0.99042,1.00318,0.1176
1527,3,3,breaking tape,breaking tape,Pencil,pencil,0.92747,1.02194,1.01426,0.9184,1.08908,0.99423,0.13156
1372,2,3,open a package,open package,Pencil,pencil,0.95235,0.92755,0.98246,1.00995,1.05646,0.98575,0.10488
1372,3,4,curl ribbons,curl ribbons,Pencil,pencil,1.04319,0.99194,1.03854,1.00724,1.0382,1.02382,0.15584
1372,4,5,magic tricks,magic tricks,Pencil,pencil,0.95297,1.02393,0.92434,1.07631,0.92764,0.98104,0.07475
1372,4,3,hold your hair up,hold hair,Pencil,pencil,1.02971,1.04239,1.03206,1.02144,1.04377,1.03387,0.16255
1372,3,3,drum,drum,Pencil,pencil,0.92429,0.96186,0.91722,1.01141,0.83844,0.93064,0.02412
1525,1,1,write things,write things,Pencil,pencil,1.02073,1.06531,0.9378,1.02123,1.09238,1.02749,0.14963
1525,2,3,poke holes in things,poke holes things,Pencil,pencil,0.90726,0.87316,0.89604,1.0183,0.84782,0.90852,-0.00244
1525,1,2,use the eraser,use eraser,Pencil,pencil,0.98202,1.00095,1.04936,1.0472,0.96143,1.00819,0.12408
1464,1,1,Writing,writing,Pencil,pencil,0.61653,0.66458,0.70338,0.88821,0.74424,0.72339,-0.22101
1464,1,1,drawing,drawing,Pencil,pencil,0.51249,0.72441,0.59185,0.48388,0.58628,0.57978,-0.33407
1464,2,3,tucked behind the ear,tucked behind ear,Pencil,pencil,0.9683,1.01363,1.01832,1.02186,0.86134,0.97669,0.08463
1464,1,2,erasing,erasing,Pencil,pencil,0.7737,0.79703,0.83385,0.85561,0.86551,0.82514,-0.07753
1464,2,3,poking a hole,poking hole,Pencil,pencil,1.04836,1.05124,1.0199,1.07547,0.99285,1.03756,0.15443
1464,3,3,opening a letter,opening letter,Pencil,pencil,1.14143,0.90176,0.87656,0.97492,1.04316,0.98757,0.11646
