id,novelty_1,novelty_2,response,response_nofill,item,item_nofill,SemDis_cbowukwacsubtitle_nf_m,SemDis_cbowsubtitle_nf_m,SemDis_cbowBNCwikiukwac_nf_m,SemDis_TASA_nf_m,SemDis_glove_nf_m,SemDis_MEAN,SemDis_factor
1320,1,1,build a building,build building,Brick,brick,0.97293,0.92191,0.98465,0.9736,1.13039,0.9967,0.0478
1320,2,2,hit someone,hit someone,Brick,brick,0.97299,0.98604,0.95454,1.00842,1.11241,1.00688,0.04898
1320,3,2,carve into it,carve,Brick,brick,0.90724,0.79409,0.9124,0.9444,0.91335,0.8943,-0.04274
1320,2,2,door stopper,door stopper,Brick,brick,0.93938,0.98469,1.03161,1.03118,0.96106,0.98958,0.05713
1382,1,1,build something,build something,Brick,brick,1.09015,0.93072,0.96991,0.85254,1.16053,1.00077,0.05314
1382,2,2,paper weight,paper weight,Brick,brick,1.08063,0.92728,0.95949,1.00282,1.11712,1.01747,0.05626
1382,2,2,weapon,weapon,Brick,brick,0.85011,0.96659,0.9662,1.03924,0.96281,0.95699,0.01624
1382,3,3,weightlifting,weightlifting,Brick,brick,0.87722,0.80597,0.94575,0.94357,1.09611,0.93372,-0.00972
1382,3,2,step stool,step stool,Brick,brick,0.97091,0.94043,1.04044,1.01464,1.09588,1.01246,0.07219
1382,2,2,break something,break something,Brick,brick,0.96192,0.85327,1.04109,1.01906,1.12217,0.9995,0.05891
1382,3,3,write on other rocks,write rocks,Brick,brick,0.94043,1.04028,1.10797,0.9366,1.1168,1.02842,0.10698
1458,1,1,build things,build things,Brick,brick,1.17607,0.99301,0.93622,0.91711,1.14607,1.0337,0.06869
1458,2,2,hold things in place,hold things place,Brick,brick,0.85926,1.06763,1.00381,0.95372,0.8226,0.9414,0.025
1458,3,2,throw things,throw things,Brick,brick,1.09473,0.96693,0.97362,1.03125,1.05812,1.02493,0.06653
1559,2,2,to break a window,break window,Brick,brick,0.96992,0.9811,0.94302,0.99641,1.14205,1.0065,0.04566
1559,1,1,to build a wall,build wall,Brick,brick,0.97859,0.9455,1.02955,1.02584,1.11625,1.01915,0.07363
1559,2,3,to make a stand for something,make stand something,Brick,brick,0.80333,0.91292,0.93482,1.01335,0.82308,0.8975,-0.03234
1559,2,2,to use as defense,use defense,Brick,brick,0.92268,1.01007,0.9617,1.06987,1.10886,1.01464,0.05415
1559,2,2,to weigh something down,weigh something,Brick,brick,0.96963,0.93279,0.95207,0.94878,1.09396,0.97945,0.0298
1559,2,2,to prop something up like a phone,prop something like phone,Brick,brick,1.04691,0.96992,0.97763,0.97722,0.94968,0.98427,0.04293
1347,1,1,To build a house,to build house,Brick,brick,0.74895,0.94297,0.9308,0.93995,0.80832,0.8742,-0.04545
1347,3,2,to throw at someone,throw someone,Brick,brick,0.89888,0.97459,1.04654,1.0321,1.07294,1.00501,0.06891
1347,3,2,to step on to reach something,step reach something,Brick,brick,1.00739,0.95522,1.00825,1.02365,0.82779,0.96446,0.03571
1347,3,2,to hold down a tarp,hold tarp,Brick,brick,1.02372,1.03094,0.97625,1.08022,1.10889,1.044,0.07962
1347,2,2,to sit on top of,sit top,Brick,brick,1.07637,0.98103,1.02022,1.00998,1.07756,1.03303,0.08473
1347,1,1,to stabilize a building,stabilize building,Brick,brick,0.9135,0.98776,0.97395,0.93813,1.03305,0.96928,0.03138
1417,1,1,build things,build things,Brick,brick,1.17607,0.99301,0.93622,0.91711,1.14607,1.0337,0.06869
1417,3,2,step stool,step stool,Brick,brick,0.97091,0.94043,1.04044,1.01464,1.09588,1.01246,0.07219
1417,2,2,weapon,weapon,Brick,brick,0.85011,0.96659,0.9662,1.03924,0.96281,0.95699,0.01624
1417,5,4,pillow,pillow,Brick,brick,0.79656,0.87585,0.88527,1.03209,0.8731,0.89257,-0.0513
1547,1,1,house building,house building,Brick,brick,0.84918,1.03531,0.93432,0.96233,1.11167,0.97856,0.02715
1547,3,3,campfire,campfire,Brick,brick,0.87066,0.87765,0.90157,1.08466,0.89175,0.92526,-0.02625
1547,3,2,throwing to get in a window,throwing get window,Brick,brick,0.8143,0.96938,0.99802,0.96801,0.80699,0.91134,-0.00235
1563,1,1,to build a house,build house,Brick,brick,0.93854,0.90931,0.97466,0.93696,1.13338,0.97857,0.03335
1563,2,2,to weigh something down,weigh something,Brick,brick,0.96963,0.93279,0.95207,0.94878,1.09396,0.97945,0.0298
1563,2,2,to break a glass window,break glass window,Brick,brick,0.78617,0.849,0.98198,1.00783,0.80033,0.88506,-0.03161
1507,3,2,throwing it at someone,throwing someone,Brick,brick,0.93512,0.95113,0.97334,1.00036,1.12922,0.99783,0.04556
1507,1,1,building something,building something,Brick,brick,1.01086,1.06927,0.89606,0.88528,1.17633,1.00756,0.04308
1507,2,4,growing a plant,growing plant,Brick,brick,0.97347,0.96789,1.01818,1.03203,1.14696,1.02771,0.07692
1507,3,3,blocking,blocking,Brick,brick,0.78395,0.80491,0.87663,0.88404,0.91311,0.85253,-0.07883
1622,2,2,weapon,weapon,Brick,brick,0.85011,0.96659,0.9662,1.03924,0.96281,0.95699,0.01624
1622,4,5,phone,phone,Brick,brick,0.76453,0.97264,0.90933,0.95288,0.92378,0.90463,-0.03057
1622,1,1,building,building,Brick,brick,0.60702,0.70089,0.54039,0.40187,0.40225,0.53048,-0.36378
1622,3,3,painting,painting,Brick,brick,0.86452,0.8942,0.81319,0.9855,0.76886,0.86525,-0.08309
1622,2,4,table,table,Brick,brick,0.84321,0.8943,0.9737,1.04343,0.85037,0.921,-0.00848
1366,1,1,to build,build,Brick,brick,0.68043,0.81555,0.80979,0.70277,0.69889,0.74149,-0.16209
1366,4,2,use as an anchor,use anchor,Brick,brick,1.01741,1.07728,0.97827,1.03864,1.07443,1.03721,0.07963
1366,3,3,as a throwing weapon,throwing weapon,Brick,brick,0.95039,0.94523,0.94038,0.99859,1.18663,1.00424,0.0409
1366,2,3,crush insects,crush insects,Brick,brick,0.95906,1.00472,1.01293,1.01644,1.10091,1.01881,0.07227
1413,1,1,build a house,build house,Brick,brick,0.93854,0.90931,0.97466,0.93696,1.13338,0.97857,0.03335
1413,2,2,hold something up,hold something,Brick,brick,0.94711,1.08669,0.95404,1.06617,1.13447,1.0377,0.07156
1413,2,3,squash a bug,squash bug,Brick,brick,1.03389,1.02189,1.01988,0.94236,1.03738,1.01108,0.07422
1413,3,2,throw at something,throw something,Brick,brick,0.93449,0.85396,0.93528,1.07218,1.07654,0.97449,0.01352
1500,1,1,building,building,Brick,brick,0.60702,0.70089,0.54039,0.40187,0.40225,0.53048,-0.36378
1500,2,2,stand on top of,stand top,Brick,brick,1.0248,1.03409,1.01443,0.86603,1.06855,1.00158,0.06943
1500,3,2,throw it at a window,throw window,Brick,brick,0.99783,1.01186,1.03616,1.01554,1.16756,1.04579,0.09645
1500,2,3,level,level,Brick,brick,0.92562,0.9681,0.90921,0.96535,0.909,0.93546,-0.00809
1453,1,1,make a house,make house,Brick,brick,1.07242,0.96499,0.99247,1.08304,1.15088,1.05276,0.08659
1453,2,2,a weapon,weapon,Brick,brick,0.85011,0.96659,0.9662,1.03924,0.96281,0.95699,0.01624
1453,2,3,ramp,ramp,Brick,brick,0.86073,0.76449,0.81591,0.96629,0.80424,0.84233,-0.1037
1453,4,4,egg cracker,egg cracker,Brick,brick,1.0406,1.03652,0.9496,1.04506,1.00467,1.01529,0.0566
1514,2,2,weapon,weapon,Brick,brick,0.85011,0.96659,0.9662,1.03924,0.96281,0.95699,0.01624
1514,1,1,building block of a house,building block house,Brick,brick,0.62625,0.86575,0.71863,1.09763,0.79101,0.81985,-0.14674
1514,3,2,step ladder,step ladder,Brick,brick,1.17184,0.95535,1.04413,0.96207,1.00397,1.02747,0.08982
1514,2,1,paving stone,paving stone,Brick,brick,1.08736,0.9734,1.00162,1.02111,1.10574,1.03785,0.08233
1514,2,3,weight,weight,Brick,brick,0.91866,0.92594,0.94351,0.94704,0.92389,0.93181,-0.00346
1514,2,3,doorstop,doorstop,Brick,brick,0.78403,0.83825,0.76155,0.88561,0.89534,0.83296,-0.11933
1449,1,1,Build houses,build houses,Brick,brick,1.05506,0.89421,0.98057,0.97394,1.12583,1.00592,0.05288
1449,5,3,catch them to help get strong hands,catch help get strong hands,Brick,brick,0.86038,0.99666,0.97317,0.94263,0.81111,0.91679,-0.0021
1449,5,5,grip test,grip test,Brick,brick,1.00643,0.92219,0.92309,0.94543,1.02538,0.9645,0.01336
1449,3,3,table,table,Brick,brick,0.84321,0.8943,0.9737,1.04343,0.85037,0.921,-0.00848
1449,3,4,cutting board,cutting board,Brick,brick,0.97419,0.96717,0.97558,0.98194,1.14242,1.00826,0.055
1506,1,1,use to build house,use build house,Brick,brick,0.86697,0.95951,0.87436,0.93736,0.81311,0.89026,-0.04638
1506,2,1,use to build patio or side walk,use build patio side walk,Brick,brick,0.86694,0.998,1.00606,0.97178,0.81056,0.93067,0.01461
1506,2,2,raise object up,raise object,Brick,brick,1.00357,1.07854,1.07452,0.94912,1.14184,1.04952,0.11468
1506,3,2,throwing bricks,throwing bricks,Brick,brick,1.06265,0.99714,0.96953,0.86634,1.16107,1.01135,0.06239
1551,1,1,to use to build a structure,use build structure,Brick,brick,0.91771,0.98747,0.86993,1.03247,0.84131,0.92978,-0.02278
1551,2,2,to use as a doorstop,use doorstop,Brick,brick,1.04465,0.99434,1.07038,0.82993,0.83765,0.95539,0.05488
1551,3,2,to throw to break a window,throw break window,Brick,brick,0.81308,0.96334,0.98875,0.95989,0.8006,0.90513,-0.00879
1551,2,2,to use as a paperweight,use paperweight,Brick,brick,1.01905,0.99233,0.98725,0.96061,0.86588,0.96502,0.03466
1511,1,1,building a house,building house,Brick,brick,0.84918,1.03531,0.93432,0.96233,1.11167,0.97856,0.02715
1511,2,2,knocking someone out,knocking someone,Brick,brick,0.97389,0.97331,1.06922,0.83579,1.04504,0.97945,0.06618
1511,3,3,making a decorative piece,making decorative piece,Brick,brick,0.90784,1.0242,0.95097,0.95183,0.79266,0.9255,0
1511,2,3,grinding to dust,grinding dust,Brick,brick,0.97604,0.93469,0.99335,1.02676,1.07371,1.00091,0.05213
1511,3,2,using as a step stool,using step stool,Brick,brick,1.03046,0.92401,0.94504,1.04379,0.81252,0.95116,0.00907
1513,1,1,ise in buildings,ise buildings,Brick,brick,1.0063,0.93737,1.04175,0.89658,0.91761,0.95992,0.04403
1513,4,4,toys,toys,Brick,brick,0.85396,0.929,0.94979,1.09746,0.90163,0.94637,0.00172
1513,2,2,weapons,weapons,Brick,brick,0.88792,1.01111,1.00354,0.98355,0.95703,0.96863,0.03831
1518,1,1,build a house,build house,Brick,brick,0.93854,0.90931,0.97466,0.93696,1.13338,0.97857,0.03335
1518,2,2,break something,break something,Brick,brick,0.96192,0.85327,1.04109,1.01906,1.12217,0.9995,0.05891
1518,3,4,make a loud noise,make loud noise,Brick,brick,0.81513,1.01717,1.02691,0.9099,0.81255,0.91633,0.01271
1450,1,1,building,building,Brick,brick,0.60702,0.70089,0.54039,0.40187,0.40225,0.53048,-0.36378
1450,2,2,weapon,weapon,Brick,brick,0.85011,0.96659,0.9662,1.03924,0.96281,0.95699,0.01624
1461,1,1,build,build,Brick,brick,0.68043,0.81555,0.80979,0.70277,0.69889,0.74149,-0.16209
1461,3,2,throw,throw,Brick,brick,0.73642,0.87254,0.9312,1.05915,0.90466,0.90079,-0.03657
1461,2,2,break,break,Brick,brick,0.80909,0.92735,0.97246,0.95477,0.91749,0.91623,-0.00834
1461,3,2,use as stepping stone,use stepping stone,Brick,brick,0.80791,0.89938,0.96996,1.03119,0.81422,0.90453,-0.01989
1461,2,2,support object like phone,support object like phone,Brick,brick,1.06676,1.01995,1.05698,0.91958,1.17596,1.04785,0.10798
1461,4,3,draw with it like chalk,draw like chalk,Brick,brick,0.91974,0.92483,1.01327,0.87023,0.85314,0.91624,0.00735
1330,2,2,weapon,weapon,Brick,brick,0.85011,0.96659,0.9662,1.03924,0.96281,0.95699,0.01624
1330,1,1,used in buildings,used buildings,Brick,brick,1.07875,0.96083,1.09574,1.00887,1.15535,1.05991,0.12011
1330,2,2,paper weight,paper weight,Brick,brick,1.08063,0.92728,0.95949,1.00282,1.11712,1.01747,0.05626
1497,1,1,Build something,build something,Brick,brick,1.09015,0.93072,0.96991,0.85254,1.16053,1.00077,0.05314
1497,2,2,paperweight,paperweight,Brick,brick,0.77578,0.83424,0.78682,1.03976,0.88425,0.86417,-0.09795
1497,2,2,break a window,break window,Brick,brick,0.96992,0.9811,0.94302,0.99641,1.14205,1.0065,0.04566
1407,2,2,can be used as a doorstop,can used doorstop,Brick,brick,0.87844,0.91903,0.94742,0.95068,1.18911,0.97694,0.02382
1407,2,2,can be used to break stuff,can used break stuff,Brick,brick,0.98874,1.00331,0.994,1.01049,1.18479,1.03627,0.07885
1425,1,1,build a structure,build structure,Brick,brick,1.04816,0.99066,1.0395,1.04503,1.11838,1.04835,0.09817
1425,2,2,hold a door open,hold door open,Brick,brick,0.84537,0.90087,0.99774,1.00593,0.80118,0.91022,-0.00734
1425,2,2,break something by smashing,break something smashing,Brick,brick,0.88545,0.94692,0.88526,1.05325,0.80581,0.91534,-0.03138
1425,2,2,to prop something up,prop something,Brick,brick,1.06785,0.99975,1.08476,1.02528,1.04964,1.04546,0.10989
1464,1,1,building a house,building house,Brick,brick,0.84918,1.03531,0.93432,0.96233,1.11167,0.97856,0.02715
1464,2,2,breaking a window,breaking window,Brick,brick,0.98951,0.88122,0.94289,1.01658,1.12712,0.99146,0.03046
1464,2,1,paving a street,paving street,Brick,brick,1.13579,1.0263,1.00578,0.92802,1.05077,1.02933,0.08499
1464,3,3,carving a name,carving name,Brick,brick,1.02503,1.04326,1.00746,1.02132,0.97494,1.0144,0.07194
1543,2,2,hit people with it,hit people,Brick,brick,0.96231,0.9146,1.02316,0.935,1.14134,0.99528,0.05741
1543,1,1,build a house with it,build house,Brick,brick,0.93854,0.90931,0.97466,0.93696,1.13338,0.97857,0.03335
1543,2,2,weight something down with it,weight something,Brick,brick,1.06094,0.95192,1.02002,0.88204,1.10981,1.00495,0.06865
1543,2,3,use to prop something up,use prop something,Brick,brick,0.98656,0.94694,0.91294,0.98689,0.99508,0.96568,0.01126
1543,3,3,smash walnuts with it,smash walnuts,Brick,brick,1.02233,0.9537,1.05795,1.02624,1.02349,1.01674,0.08124
1543,4,4,write a message on it and throw it,write message throw,Brick,brick,0.98474,0.96883,0.92353,0.97649,0.84147,0.93901,-8.50E-04
1598,1,1,Buildings,buildings,Brick,brick,0.68264,0.79491,0.58348,0.55441,0.42432,0.60795,-0.30127
1598,4,4,toy,toy,Brick,brick,0.84184,0.90703,0.90194,1.00329,0.89408,0.90964,-0.03264
1598,2,3,door prop,door prop,Brick,brick,1.02146,1.03169,1.04823,1.09169,0.98978,1.03657,0.09372
1598,3,4,projectile,projectile,Brick,brick,0.85486,0.89838,0.89355,0.98009,0.95015,0.91541,-0.03087
1334,1,1,house,house,Brick,brick,0.65988,0.82071,0.69071,0.85592,0.63317,0.73208,-0.20356
1334,2,2,stack,stack,Brick,brick,0.73825,0.80444,0.87206,0.97783,0.76804,0.83212,-0.09627
1334,2,2,pile,pile,Brick,brick,0.71859,0.81501,0.82847,0.86793,0.62294,0.77059,-0.14265
1334,3,4,make a statue,make statue,Brick,brick,1.00587,1.04868,0.8985,0.99008,1.07414,1.00345,0.0371
1362,1,1,build walls,build walls,Brick,brick,1.09196,1.01931,0.99693,1.02544,1.11801,1.05033,0.09148
1362,2,2,break windows,break windows,Brick,brick,1.04464,1.00257,0.97057,1.08931,1.15462,1.05234,0.08188
1362,3,2,use as a stepping stool,use stepping stool,Brick,brick,0.95635,0.88973,0.93905,0.91332,0.81483,0.90266,-0.02285
1362,3,2,reinforce structures,reinforce structures,Brick,brick,1.02146,0.95185,1.07445,1.0066,1.07884,1.02664,0.09207
1352,1,1,building,building,Brick,brick,0.60702,0.70089,0.54039,0.40187,0.40225,0.53048,-0.36378
1352,2,2,hold a door open,hold door open,Brick,brick,0.84537,0.90087,0.99774,1.00593,0.80118,0.91022,-0.00734
1352,2,2,break a window,break window,Brick,brick,0.96992,0.9811,0.94302,0.99641,1.14205,1.0065,0.04566
1367,3,2,to throw to break a window,throw break window,Brick,brick,0.81308,0.96334,0.98875,0.95989,0.8006,0.90513,-0.00879
1367,2,1,to build structures,build structures,Brick,brick,1.06199,0.9211,0.99496,1.04132,1.14116,1.03211,0.07278
1367,3,2,to use as a step,use step,Brick,brick,0.99815,1.04297,1.06914,0.98143,1.17771,1.05388,0.11287
1367,3,3,to use to draw lines,use draw lines,Brick,brick,0.89278,0.90276,1.01235,0.98241,0.82374,0.92281,0.00621
1367,2,2,to put weight on something,put weight something,Brick,brick,0.85069,0.87261,1.01419,0.92636,0.84809,0.90239,-0.00725
1621,4,3,color it,color,Brick,brick,0.78877,0.85864,0.82398,0.89607,0.80812,0.83512,-0.10048
1621,1,1,build with it,build,Brick,brick,0.68043,0.81555,0.80979,0.70277,0.69889,0.74149,-0.16209
1621,2,2,hit something with it,hit something,Brick,brick,0.97869,0.95484,0.94751,1.14278,1.11225,1.02721,0.05442
1621,3,2,throw it,throw,Brick,brick,0.73642,0.87254,0.9312,1.05915,0.90466,0.90079,-0.03657
1621,2,2,use it to break something,use break something,Brick,brick,0.92222,0.91867,1.01523,0.97074,0.81955,0.92928,0.01295
1621,3,2,put it under your tire,put tire,Brick,brick,1.0526,1.03292,1.01416,0.97651,1.03722,1.02268,0.08009
1621,2,2,sit on it,sit,Brick,brick,0.7834,0.99287,0.89576,1.071,0.82878,0.91436,-0.0296
1587,2,3,break window,break window,Brick,brick,0.96992,0.9811,0.94302,0.99641,1.14205,1.0065,0.04566
1587,4,5,eat,eat,Brick,brick,0.83662,0.96789,0.97283,0.99446,0.91024,0.93641,0.00622
1587,1,1,build,build,Brick,brick,0.68043,0.81555,0.80979,0.70277,0.69889,0.74149,-0.16209
1587,2,4,stop something moving,stop something moving,Brick,brick,0.83234,0.92594,1.03711,1.01189,0.80907,0.92327,0.01206
1587,4,4,music,music,Brick,brick,0.88505,0.99786,0.87994,1.01396,0.90651,0.93666,-0.01564
1587,5,5,test fall distance,test fall distance,Brick,brick,1.13209,0.96652,0.96785,0.96722,0.83018,0.97277,0.03552
1527,1,1,Build houses,build houses,Brick,brick,1.05506,0.89421,0.98057,0.97394,1.12583,1.00592,0.05288
1527,2,2,hit people,hit people,Brick,brick,0.96231,0.9146,1.02316,0.935,1.14134,0.99528,0.05741
1527,2,2,weigh something down,weigh something,Brick,brick,0.96963,0.93279,0.95207,0.94878,1.09396,0.97945,0.0298
1372,2,2,surround a garden,surround garden,Brick,brick,1.08735,0.94775,1.03836,0.91498,1.0747,1.01263,0.07779
1372,2,2,use as a seat outside,use seat outside,Brick,brick,0.90077,1.02007,0.98221,1.02919,0.8061,0.94767,0.01943
1525,1,1,build a house,build house,Brick,brick,0.93854,0.90931,0.97466,0.93696,1.13338,0.97857,0.03335
1525,3,2,throw at things,throw things,Brick,brick,1.09473,0.96693,0.97362,1.03125,1.05812,1.02493,0.06653
1525,3,3,use as a hammer,use hammer,Brick,brick,1.03817,0.95695,1.05443,0.99882,1.1678,1.04323,0.09794
1525,2,2,use to prop up a table,use prop table,Brick,brick,0.93961,0.96968,0.93109,0.93978,0.98742,0.95352,0.00993
1525,2,2,use as a weight,use weight,Brick,brick,1.0955,0.94977,1.05847,0.96398,1.14299,1.04214,0.1003
1525,2,2,break things with it,break things,Brick,brick,1.08241,0.97666,1.06455,0.96823,1.10944,1.04026,0.10188
