id,item,response,novelty_1,novelty_2,response_processed,cluster_freq,originality,freq,t_freq
1413,Brick,hold something up,2,2,hold,0.9796437659033079,0,0.020356234096692072,0.5050505380809596
1413,Brick,squash a bug,2,3,squash bug,0.8193384223918575,0,0.1806615776081425,0.046988273999541835
1413,Brick,throw at something,3,2,throw,0.9745547073791349,0,0.025445292620865145,0.4392135339500467
1500,Brick,building,1,1,building,0.9541984732824428,0,0.04580152671755722,0.27239250170632234
1500,Brick,stand on top of,2,2,stand,0.989821882951654,0,0.010178117048346036,0.6903396519896845
1500,Brick,throw it at a window,3,2,throw window,0.9872773536895675,0,0.012722646310432517,0.6354644536698373
1500,Brick,level,2,3,level,0.8193384223918575,0,0.1806615776081425,0.046988273999541835
1453,Brick,make a house,1,1,house,0.9821882951653944,0,0.01781170483460559,0.5436641334229768
1453,Brick,a weapon,2,2,weapon,0.9465648854961832,0,0.05343511450381677,0.23367056548794282
1453,Brick,ramp,2,3,ramp,0.9974554707379135,1,0.0025445292620864812,0.9054927917734183
1453,Brick,egg cracker,4,4,egg cracker,0.8193384223918575,0,0.1806615776081425,0.046988273999541835
1514,Brick,weapon,2,2,weapon,0.9465648854961832,0,0.05343511450381677,0.23367056548794282
1514,Brick,building block of a house,1,1,building block house,0.9796437659033079,0,0.020356234096692072,0.5050505380809596
1514,Brick,"step ""ladder""",3,2,step ladder,0.9643765903307888,0,0.03562340966921118,0.3410004658566797
1514,Brick,paving stone,2,1,paving stone,0.9872773536895675,0,0.012722646310432517,0.6354644536698373
1514,Brick,weight,2,3,weight,0.9694656488549618,0,0.03053435114503822,0.38545854765166954
1514,Brick,doorstop,2,3,doorstop,0.9923664122137404,0,0.007633587786259555,0.7526424279636854
1449,Brick,Build houses,1,1,build house,0.9363867684478372,0,0.06361323155216281,0.19367884341192995
1449,Brick,catch them to help get strong hands,5,3,catch help strong hand,0.8193384223918575,0,0.1806615776081425,0.046988273999541835
1449,Brick,grip test,5,5,grip test,0.9923664122137404,0,0.007633587786259555,0.7526424279636854
1449,Brick,table,3,3,table,0.8193384223918575,0,0.1806615776081425,0.046988273999541835
1449,Brick,cutting board,3,4,cutting board,0.8193384223918575,0,0.1806615776081425,0.046988273999541835
1506,Brick,use to build house,1,1,build house,0.9363867684478372,0,0.06361323155216281,0.19367884341192995
1506,Brick,use to build patio or side walk,2,1,build patio walk,0.9974554707379135,1,0.0025445292620864812,0.9054927917734183
1506,Brick,raise object up,2,2,raise object,0.989821882951654,0,0.010178117048346036,0.6903396519896845
1506,Brick,throwing bricks,3,2,throwing brick,0.9847328244274809,0,0.01526717557251911,0.5868814336035014
1551,Brick,to use to build a structure,1,1,build structure,0.9872773536895675,0,0.012722646310432517,0.6354644536698373
1551,Brick,to use as a doorstop,2,2,doorstop,0.9923664122137404,0,0.007633587786259555,0.7526424279636854
1551,Brick,to throw to break a window,3,2,throw break window,0.9872773536895675,0,0.012722646310432517,0.6354644536698373
1551,Brick,to use as a paperweight,2,2,paperweight,0.9847328244274809,0,0.01526717557251911,0.5868814336035014
1511,Brick,building a house,1,1,building house,0.9796437659033079,0,0.020356234096692072,0.5050505380809596
1511,Brick,knocking someone out,2,2,knocking,0.8193384223918575,0,0.1806615776081425,0.046988273999541835
1511,Brick,making a decorative piece,3,3,making decorative piece,0.9847328244274809,0,0.01526717557251911,0.5868814336035014
1511,Brick,grinding to dust,2,3,grinding dust,0.9949109414758269,0,0.0050890585241730735,0.8237763282112538
1511,Brick,using as a step stool,3,2,step stool,0.9643765903307888,0,0.03562340966921118,0.3410004658566797
1513,Brick,ise in buildings,1,1,ise building,0.9541984732824428,0,0.04580152671755722,0.27239250170632234
1513,Brick,toys,4,4,toy,0.9923664122137404,0,0.007633587786259555,0.7526424279636854
1513,Brick,weapons,2,2,weapon,0.9465648854961832,0,0.05343511450381677,0.23367056548794282
1518,Brick,build a house,1,1,build house,0.9363867684478372,0,0.06361323155216281,0.19367884341192995
1518,Brick,break something,2,2,break,0.9338422391857506,0,0.0661577608142494,0.1852864010057955
1518,Brick,make a loud noise,3,4,loud noise,0.8193384223918575,0,0.1806615776081425,0.046988273999541835
1450,Brick,building,1,1,building,0.9541984732824428,0,0.04580152671755722,0.27239250170632234
1450,Brick,weapon,2,2,weapon,0.9465648854961832,0,0.05343511450381677,0.23367056548794282
1461,Brick,build,1,1,build,0.9669211195928753,0,0.0330788804071247,0.3622085837775468
1461,Brick,throw,3,2,throw,0.9745547073791349,0,0.025445292620865145,0.4392135339500467
1461,Brick,break,2,2,break,0.9338422391857506,0,0.0661577608142494,0.1852864010057955
1461,Brick,use as stepping stone,3,2,stepping stone,0.9643765903307888,0,0.03562340966921118,0.3410004658566797
1461,Brick,support object like phone,2,2,support object like phone,0.9949109414758269,0,0.0050890585241730735,0.8237763282112538
1461,Brick,draw with it like chalk,4,3,draw like chalk,0.989821882951654,0,0.010178117048346036,0.6903396519896845
1330,Brick,weapon,2,2,weapon,0.9465648854961832,0,0.05343511450381677,0.23367056548794282
1330,Brick,used in buildings,1,1,building,0.9541984732824428,0,0.04580152671755722,0.27239250170632234
1330,Brick,paper weight,2,2,paper weight,0.9821882951653944,0,0.01781170483460559,0.5436641334229768
1497,Brick,Build something,1,1,build,0.9669211195928753,0,0.0330788804071247,0.3622085837775468
1497,Brick,paperweight,2,2,paperweight,0.9847328244274809,0,0.01526717557251911,0.5868814336035014
1497,Brick,break a window,2,2,break window,0.9338422391857506,0,0.0661577608142494,0.1852864010057955
1407,Brick,can be used as a doorstop,2,2,doorstop,0.9923664122137404,0,0.007633587786259555,0.7526424279636854
1407,Brick,can be used to break stuff,2,2,break stuff,0.9338422391857506,0,0.0661577608142494,0.1852864010057955
1425,Brick,build a structure,1,1,build structure,0.9872773536895675,0,0.012722646310432517,0.6354644536698373
1425,Brick,hold a door open,2,2,hold door open,0.9923664122137404,0,0.007633587786259555,0.7526424279636854
1425,Brick,break something (by smashing),2,2,break smashing,0.9338422391857506,0,0.0661577608142494,0.1852864010057955
1425,Brick,to prop something up,2,2,prop,0.9796437659033079,0,0.020356234096692072,0.5050505380809596
1464,Brick,building a house,1,1,building house,0.9796437659033079,0,0.020356234096692072,0.5050505380809596
1464,Brick,breaking a window,2,2,breaking window,0.9872773536895675,0,0.012722646310432517,0.6354644536698373
1464,Brick,paving a street,2,1,paving street,0.9872773536895675,0,0.012722646310432517,0.6354644536698373
1464,Brick,carving a name,3,3,carving,0.9974554707379135,1,0.0025445292620864812,0.9054927917734183
1543,Brick,hit people with it,2,2,hit people,0.9949109414758269,0,0.0050890585241730735,0.8237763282112538
1543,Brick,build a house with it,1,1,build house,0.9363867684478372,0,0.06361323155216281,0.19367884341192995
1543,Brick,weight something down with it,2,2,weight,0.9694656488549618,0,0.03053435114503822,0.38545854765166954
1543,Brick,use to prop something up,2,3,prop,0.9796437659033079,0,0.020356234096692072,0.5050505380809596
1543,Brick,smash walnuts with it,3,3,smash walnut,0.989821882951654,0,0.010178117048346036,0.6903396519896845
1543,Brick,write a message on it and throw it,4,4,write message throw,0.9923664122137404,0,0.007633587786259555,0.7526424279636854
1598,Brick,Buildings,1,1,building,0.9541984732824428,0,0.04580152671755722,0.27239250170632234
1598,Brick,toy,4,4,toy,0.9923664122137404,0,0.007633587786259555,0.7526424279636854
1598,Brick,door prop,2,3,door prop,0.9796437659033079,0,0.020356234096692072,0.5050505380809596
1598,Brick,projectile,3,4,projectile,0.9949109414758269,0,0.0050890585241730735,0.8237763282112538
1334,Brick,house,1,1,house,0.9821882951653944,0,0.01781170483460559,0.5436641334229768
1334,Brick,stack,2,2,stack,0.9949109414758269,0,0.0050890585241730735,0.8237763282112538
1334,Brick,pile,2,2,pile,0.8193384223918575,0,0.1806615776081425,0.046988273999541835
1334,Brick,make a statue,3,4,statue,0.8193384223918575,0,0.1806615776081425,0.046988273999541835
1362,Brick,build walls,1,1,build wall,0.9770992366412213,0,0.022900763358778664,0.47040925413228757
1362,Brick,break windows,2,2,break window,0.9338422391857506,0,0.0661577608142494,0.1852864010057955
1362,Brick,use as a stepping stool,3,2,stepping stool,0.9643765903307888,0,0.03562340966921118,0.3410004658566797
1362,Brick,reinforce structures,3,2,reinforce structure,0.9872773536895675,0,0.012722646310432517,0.6354644536698373
1352,Brick,building,1,1,building,0.9541984732824428,0,0.04580152671755722,0.27239250170632234
1352,Brick,hold a door open,2,2,hold door open,0.9923664122137404,0,0.007633587786259555,0.7526424279636854
1352,Brick,break a window,2,2,break window,0.9338422391857506,0,0.0661577608142494,0.1852864010057955
1367,Brick,to throw to break a window,3,2,throw break window,0.9872773536895675,0,0.012722646310432517,0.6354644536698373
1367,Brick,to build structures,2,1,build structure,0.9872773536895675,0,0.012722646310432517,0.6354644536698373
1367,Brick,to use as a step,3,2,step,0.9643765903307888,0,0.03562340966921118,0.3410004658566797
1367,Brick,to use to draw lines,3,3,draw line,0.989821882951654,0,0.010178117048346036,0.6903396519896845
1367,Brick,to put weight on something,2,2,weight,0.9694656488549618,0,0.03053435114503822,0.38545854765166954
1621,Brick,color it,4,3,color,0.8193384223918575,0,0.1806615776081425,0.046988273999541835
1621,Brick,build with it,1,1,build,0.9669211195928753,0,0.0330788804071247,0.3622085837775468
1621,Brick,hit something with it,2,2,hit,0.989821882951654,0,0.010178117048346036,0.6903396519896845
1621,Brick,throw it,3,2,throw,0.9745547073791349,0,0.025445292620865145,0.4392135339500467
1621,Brick,use it to break something,2,2,break,0.9338422391857506,0,0.0661577608142494,0.1852864010057955
1621,Brick,put it under your tire,3,2,tire,0.9974554707379135,1,0.0025445292620864812,0.9054927917734183
1621,Brick,sit on it,2,2,sit,0.8193384223918575,0,0.1806615776081425,0.046988273999541835
1587,Brick,break window,2,3,break window,0.9338422391857506,0,0.0661577608142494,0.1852864010057955
1587,Brick,eat,4,5,eat,0.8193384223918575,0,0.1806615776081425,0.046988273999541835
1587,Brick,build,1,1,build,0.9669211195928753,0,0.0330788804071247,0.3622085837775468
1587,Brick,stop something moving,2,4,stop moving,0.9949109414758269,0,0.0050890585241730735,0.8237763282112538
1587,Brick,music,4,4,music,0.8193384223918575,0,0.1806615776081425,0.046988273999541835
1587,Brick,test fall distance,5,5,test fall distance,0.9923664122137404,0,0.007633587786259555,0.7526424279636854
1527,Brick,Build houses,1,1,build house,0.9363867684478372,0,0.06361323155216281,0.19367884341192995
1527,Brick,hit people,2,2,hit people,0.9949109414758269,0,0.0050890585241730735,0.8237763282112538
1527,Brick,weigh something down,2,2,weigh,0.9872773536895675,0,0.012722646310432517,0.6354644536698373
1372,Brick,surround a garden,2,2,surround garden,0.9847328244274809,0,0.01526717557251911,0.5868814336035014
1372,Brick,use as a seat outside,2,2,seat outside,0.9974554707379135,1,0.0025445292620864812,0.9054927917734183
1525,Brick,build a house,1,1,build house,0.9363867684478372,0,0.06361323155216281,0.19367884341192995
1525,Brick,throw at things,3,2,throw,0.9745547073791349,0,0.025445292620865145,0.4392135339500467
1525,Brick,use as a hammer,3,3,hammer,0.8193384223918575,0,0.1806615776081425,0.046988273999541835
1525,Brick,use to prop up a table,2,2,prop table,0.9796437659033079,0,0.020356234096692072,0.5050505380809596
1525,Brick,use as a weight,2,2,weight,0.9694656488549618,0,0.03053435114503822,0.38545854765166954
1525,Brick,break things with it,2,2,break,0.9338422391857506,0,0.0661577608142494,0.1852864010057955
